Time_s,RF,BF,VM,ST,FX
0.0,-0.0181,0.0007,0.456,0.0022,44.8
0.001,-0.0278,-0.0015,0.4125,0.0015,45.8
0.002,-0.0218,-0.0008,0.3105,0.0007,45.9
0.003,-0.0158,0.0007,0.1987,0.0,46.6
0.004,-0.0105,-0.0008,0.0697,-0.003,46.3
0.005,-0.0068,0.0,-0.0533,-0.003,46.8
0.006,-0.0015,0.0007,-0.117,-0.003,46.9
0.007,0.0007,0.0,-0.153,-0.003,47.4
0.008,0.0007,0.0022,-0.1808,-0.0015,47.1
0.009,0.003,0.0007,-0.2026,-0.0015,48.0
0.01,0.0007,0.0007,-0.237,-0.0008,47.9
0.011,-0.003,0.0015,-0.2768,-0.0015,48.2
0.012,-0.0053,-0.0015,-0.3203,-0.0015,48.5
0.013,-0.0053,-0.0015,-0.3548,0.0007,48.7
0.014,-0.0053,-0.0015,-0.381,0.0015,48.7
0.015,-0.0075,-0.0015,-0.399,0.0,49.0
0.016,-0.006,-0.0015,-0.4005,-0.0015,49.3
0.017,-0.0203,-0.003,-0.3908,0.0007,49.5
0.018,-0.0698,-0.0023,-0.3705,-0.0008,49.7
0.019,-0.1065,-0.0046,-0.3391,-0.0015,50.2
0.02,-0.1088,-0.0046,-0.3,-0.0008,50.4
0.021,-0.0915,-0.0023,-0.2753,0.0,50.6
0.022,-0.057,-0.0046,-0.2535,0.0007,50.7
0.023,-0.024,-0.003,-0.222,-0.0008,51.3
0.024,0.0037,-0.0046,-0.192,-0.0008,51.3
0.025,0.0247,-0.0038,-0.1448,-0.0015,51.5
0.026,0.0405,-0.0046,-0.0878,-0.0023,51.7
0.027,0.054,-0.0053,-0.0293,-0.0008,51.7
0.028,0.0675,-0.003,0.0255,-0.0015,52.2
0.029,0.0825,-0.003,0.0705,-0.0023,52.2
0.03,0.0855,-0.003,0.1012,-0.003,52.7
0.031,0.0855,-0.0053,0.1275,-0.003,52.7
0.032,0.0802,-0.0053,0.1455,-0.0015,52.9
0.033,0.0547,-0.003,0.1567,-0.0023,53.1
0.034,0.0247,-0.0015,0.1627,-0.003,53.6
0.035,0.0202,-0.0015,0.1627,-0.0046,53.6
0.036,0.0202,-0.0023,0.1612,-0.003,54.0
0.037,0.0247,-0.0015,0.1552,-0.0015,54.1
0.038,0.048,0.0007,0.1447,0.0,54.4
0.039,0.048,0.0022,0.1342,0.0,54.5
0.04,0.0457,0.0015,0.1185,0.0,54.6
0.041,0.0412,0.0015,0.1012,0.0,55.1
0.042,0.0307,0.0022,0.0855,0.0,55.1
0.043,0.0315,0.0052,0.069,0.0007,55.7
0.044,0.0375,0.0022,0.0555,0.0,55.7
0.045,0.051,0.0,0.042,0.0015,55.9
0.046,0.0667,0.0,0.0277,0.0022,56.1
0.047,0.081,0.0,0.0165,0.0007,56.2
0.048,0.0945,0.0015,0.0052,0.0015,56.6
0.049,0.108,0.0022,-0.0075,-0.0008,56.7
0.05,0.1177,0.0045,-0.0165,-0.0008,56.7
0.051,0.1207,0.0037,-0.0256,-0.0015,57.2
0.052,0.1252,0.0037,-0.027,-0.0023,57.1
0.053,0.1207,0.003,-0.033,-0.0008,57.6
0.054,0.1155,0.0037,-0.0608,0.0007,57.6
0.055,0.1042,0.003,-0.0773,0.0015,58.0
0.056,0.0832,0.0045,-0.0803,0.0037,57.9
0.057,0.0637,0.0037,-0.0818,0.003,58.2
0.058,0.0442,0.0037,-0.0615,0.0007,58.3
0.059,0.0247,0.0045,-0.0436,-0.0015,58.7
0.06,0.0052,0.003,-0.0361,-0.0015,58.9
0.061,-0.012,0.0022,-0.0256,-0.0015,58.8
0.062,-0.027,-0.0008,-0.024,-0.003,59.0
0.063,-0.0405,0.0,-0.0256,-0.0015,59.2
0.064,-0.0533,0.0007,-0.0278,-0.0008,59.4
0.065,-0.06,-0.0008,-0.0278,-0.0023,59.4
0.066,-0.0675,0.0007,-0.0278,-0.0008,59.4
0.067,-0.0788,0.0007,-0.0278,-0.0015,59.4
0.068,-0.0825,0.0007,-0.0278,-0.003,59.8
