Time_s,RF,BF,VM,ST,FX
0.0,0.0007,-0.0083,0.0045,-0.0091,57.6
0.001,-0.0008,-0.0038,0.0007,-0.0046,57.5
0.002,-0.0008,-0.0068,0.0015,-0.0023,57.3
0.003,-0.0008,-0.0053,0.0045,-0.0038,57.1
0.004,0.0007,0.0015,0.0082,-0.0075,56.9
0.005,0.003,0.0052,0.009,-0.0083,56.7
0.006,0.0015,0.003,0.0067,-0.0038,56.5
0.007,0.0015,0.0022,0.0022,-0.0023,56.3
0.008,0.0015,0.003,-0.0008,0.0015,56.1
0.009,0.0022,0.0045,-0.0008,0.0082,55.9
0.01,0.0022,0.0067,-0.0023,0.0082,55.7
0.011,0.0,0.006,0.0007,0.0007,55.5
0.012,0.0007,0.0045,0.0015,-0.0068,55.3
0.013,0.0022,0.0067,-0.0015,-0.0083,55.1
0.014,0.0015,0.0097,-0.0038,-0.0015,54.9
0.015,0.0045,0.0127,-0.0068,0.0067,54.7
0.016,0.003,0.0105,-0.006,0.006,54.5
0.017,0.0045,0.0007,-0.0098,-0.0015,54.3
0.018,0.003,-0.0053,-0.012,0.0022,54.1
0.019,0.0007,-0.0091,-0.0143,0.003,53.9
0.02,0.0007,-0.0105,-0.015,-0.003,53.7
0.021,-0.0008,-0.003,-0.0143,0.0,53.5
0.022,0.0,0.003,-0.0135,0.0067,53.2
0.023,0.0007,0.003,-0.0038,0.0097,53.0
0.024,0.0022,0.0,-0.0053,0.012,52.7
0.025,0.0052,-0.0008,-0.0105,0.0067,52.5
0.026,0.0052,-0.0008,-0.0165,-0.0068,52.2
0.027,0.009,0.003,-0.0225,-0.0248,52.0
0.028,0.0105,0.0067,-0.0225,-0.0315,51.7
0.029,0.012,0.0082,-0.0256,-0.0218,51.5
0.03,0.0105,0.009,-0.0278,-0.0068,51.2
0.031,0.0105,0.0067,-0.024,0.0082,50.9
0.032,0.0112,0.0082,-0.0181,0.0217,50.7
0.033,0.0127,0.009,-0.0181,0.0262,50.4
0.034,0.0165,0.0075,-0.0173,0.0232,50.2
0.035,0.0135,0.0052,-0.0165,0.006,49.9
0.036,0.0127,0.0052,-0.0128,-0.0263,49.7
0.037,0.009,0.009,-0.0038,-0.0608,49.5
0.038,0.0082,0.015,-0.0053,-0.0713,49.2
0.039,0.0045,0.0142,-0.0098,-0.0346,49.0
0.04,0.0015,0.009,-0.0128,0.0135,48.6
0.041,0.003,0.0067,-0.0135,0.057,48.4
0.042,0.0007,0.0022,-0.0105,0.0817,48.1
0.043,0.0007,-0.0023,-0.0083,0.0585,47.8
0.044,-0.003,-0.0053,-0.0053,0.0277,47.5
0.045,-0.0053,-0.0083,-0.0015,0.0045,47.2
0.046,-0.006,-0.0053,0.0007,-0.0046,46.9
0.047,-0.0053,-0.0083,0.003,0.0015,46.6
0.048,-0.0046,-0.012,0.006,-0.0015,46.3
0.049,-0.003,-0.015,-0.0038,-0.0038,45.9
0.05,0.0022,-0.0128,-0.0173,-0.0083,45.6
0.051,0.0022,-0.0068,-0.0053,-0.0053,45.4
0.052,-0.0046,-0.012,0.0195,0.0052,45.0
0.053,-0.0105,-0.0105,0.0262,0.0015,44.7
0.054,-0.0105,-0.0068,0.0247,-0.0053,44.4
0.055,-0.0083,-0.006,0.021,-0.0046,44.1
0.056,-0.0083,-0.003,0.0202,-0.0023,43.8
0.057,-0.0083,-0.003,0.0202,-0.0046,43.5
0.058,-0.0075,-0.0015,0.0195,-0.0075,43.2
0.059,-0.0091,-0.0008,0.0232,-0.0098,42.9
0.06,-0.0091,-0.0008,0.0255,-0.0135,42.6
0.061,-0.0083,0.0015,0.0195,-0.024,42.3
0.062,-0.0046,0.0067,0.0105,-0.0293,41.9
0.063,-0.003,0.0097,0.009,-0.0143,41.5
0.064,-0.0008,0.0075,0.0007,0.0,41.2
0.065,0.0007,0.0045,-0.003,0.006,40.8
0.066,-0.0046,0.006,-0.0068,0.0082,40.4
0.067,-0.012,0.0037,-0.015,0.0105,40.0
0.068,-0.0143,-0.0046,-0.0195,0.0067,39.7
0.069,-0.0075,-0.0113,-0.0285,-0.0075,39.3
0.07,-0.0046,-0.0105,-0.033,-0.0113,39.0
0.071,0.0,-0.0046,-0.0293,-0.0068,38.6
0.072,0.0045,0.0007,-0.024,-0.0015,38.2
0.073,0.0067,0.0,-0.0225,0.003,37.9
0.074,0.0052,-0.0023,-0.0233,-0.0008,37.5
0.075,0.0037,-0.0015,-0.0203,-0.0053,37.1
0.076,0.006,-0.0008,-0.0128,-0.0023,36.8
0.077,0.0075,0.0007,-0.0008,-0.0046,36.4
0.078,0.0127,0.003,0.0142,-0.0113,36.0
0.079,0.0127,0.0015,0.0225,-0.015,35.7
0.08,0.0127,0.0015,0.0232,-0.0143,35.3
0.081,0.0157,-0.0008,0.0187,-0.0098,35.0
0.082,0.0195,-0.0015,0.0187,-0.0023,34.6
0.083,0.0232,0.0007,0.024,-0.0015,34.2
0.084,0.0247,0.0067,0.0307,-0.0053,33.8
0.085,0.024,0.0067,0.03,-0.0068,33.4
0.086,0.0157,0.003,0.0142,-0.0015,33.1
0.087,0.0045,0.0037,0.0022,-0.006,32.7
0.088,-0.0023,0.0067,-0.0023,-0.0361,32.4
0.089,-0.0075,0.0082,-0.0091,-0.0691,31.9
0.09,-0.0158,0.003,-0.0128,-0.0773,31.6
0.091,-0.0195,0.0007,-0.0188,-0.054,31.2
0.092,-0.0181,0.0015,-0.021,0.0022,30.8
0.093,-0.0165,-0.003,-0.0195,0.0585,30.5
0.094,-0.0128,-0.0053,-0.0225,0.0832,30.1
0.095,-0.0075,-0.0083,-0.0181,0.0795,29.7
0.096,-0.0053,-0.012,-0.0091,0.0592,29.3
0.097,-0.0046,-0.012,0.0037,0.0262,29.0
0.098,-0.0038,-0.012,0.0052,-0.0083,28.6
0.099,0.003,-0.0053,-0.0105,-0.0233,28.2
0.1,0.0045,0.003,-0.0091,-0.021,27.8
0.101,-0.0015,0.003,0.0007,-0.0113,27.4
0.102,-0.0023,0.0052,0.0007,0.0045,27.1
0.103,-0.0015,0.0022,-0.0091,0.0195,26.7
0.104,0.0,-0.006,-0.0165,0.0202,26.3
0.105,0.0045,-0.006,-0.0143,0.0007,25.9
0.106,0.0075,-0.0046,-0.0046,-0.0143,25.6
0.107,0.0052,-0.003,0.0045,-0.012,25.2
0.108,0.0022,-0.0015,0.0105,-0.0068,24.8
0.109,0.0007,0.0007,0.0165,0.003,24.4
0.11,-0.0008,0.0037,0.0285,0.0127,24.0
0.111,-0.0083,-0.0015,0.0427,0.012,23.6
0.112,-0.0188,-0.003,0.0442,0.0112,23.2
0.113,-0.015,0.0007,0.0367,0.009,22.9
0.114,-0.0098,-0.0008,0.0217,0.0082,22.5
0.115,-0.0075,-0.0015,0.003,0.0015,22.1
0.116,-0.0046,-0.0046,-0.0068,-0.0008,21.7
0.117,-0.0015,-0.0075,-0.0083,0.0,21.3
0.118,-0.0046,-0.0091,0.0015,-0.0046,20.9
0.119,-0.0128,-0.0105,0.0127,-0.0053,20.6
0.12,-0.0038,-0.0068,0.0232,-0.006,20.1
0.121,0.012,-0.0038,0.027,-0.003,19.8
0.122,0.0172,-0.0046,0.0195,0.0007,19.4
0.123,0.0195,-0.0023,0.015,0.003,19.1
0.124,0.0202,0.003,0.009,0.003,18.7
0.125,0.0142,0.0067,0.0045,-0.0015,18.3
0.126,0.006,0.0067,0.0067,-0.0068,18.0
0.127,-0.0053,0.0067,0.012,-0.0128,17.6
0.128,-0.0128,0.0082,0.009,-0.0218,17.2
0.129,-0.0188,0.012,0.009,-0.0293,16.9
0.13,-0.0188,0.0135,0.0067,-0.0218,16.5
0.131,-0.0091,0.0127,0.0052,-0.006,16.2
0.132,-0.0053,0.0075,0.0037,0.0112,15.8
0.133,-0.0008,0.0022,-0.003,0.0292,15.4
0.134,0.003,-0.003,-0.0008,0.0457,15.1
0.135,0.0037,-0.0105,-0.0046,0.0495,14.7
0.136,0.0082,-0.0158,-0.0083,0.0292,14.3
0.137,0.0142,-0.024,-0.003,0.0082,13.9
0.138,0.0157,-0.0233,-0.0008,0.003,13.6
0.139,0.0105,-0.0091,-0.0015,0.0015,13.2
0.14,0.0052,-0.0023,-0.0083,-0.0008,12.8
0.141,0.0007,0.0037,-0.0075,0.0037,12.6
0.142,-0.0075,0.0082,-0.0158,0.0037,12.3
0.143,-0.0165,0.0082,-0.0233,-0.0015,12.1
0.144,-0.0143,0.0097,-0.0181,-0.0046,11.8
0.145,-0.0113,0.009,-0.0203,-0.0068,11.5
0.146,-0.012,0.0082,-0.0181,-0.0075,11.2
0.147,-0.012,0.0052,-0.0091,-0.0083,11.0
0.148,-0.0091,0.0007,-0.0008,-0.0105,10.7
0.149,-0.0008,-0.0008,0.0067,-0.0046,10.4
0.15,0.0142,0.0015,0.0075,-0.003,10.2
0.151,0.0285,0.0045,0.0045,-0.003,9.9
0.152,0.0352,0.0075,-0.003,0.0015,9.6
0.153,0.039,0.009,-0.0091,0.006,9.4
0.154,0.045,0.009,-0.0218,0.0082,9.1
0.155,0.0465,0.0097,-0.0465,0.0015,8.8
0.156,0.0427,0.0112,-0.0743,-0.0068,8.5
0.157,0.039,0.0082,-0.084,-0.0098,8.3
0.158,0.0315,0.0067,-0.0623,-0.0068,8.0
0.159,0.0067,0.003,-0.012,-0.0083,7.7
0.16,-0.0158,-0.0015,0.024,-0.021,7.4
0.161,-0.03,-0.0023,0.036,-0.0218,7.4
0.162,-0.042,-0.0068,0.0495,-0.0105,7.3
0.163,-0.0503,-0.006,0.0562,0.0052,7.2
0.164,-0.0585,-0.0068,0.0667,0.027,7.1
0.165,-0.06,-0.012,0.063,0.033,7.0
0.166,-0.0465,-0.012,0.054,0.021,6.9
0.167,-0.0308,-0.0098,0.039,0.0075,6.8
0.168,-0.015,-0.003,0.0202,0.0,6.7
0.169,-0.0091,0.0015,0.0045,0.003,6.7
0.17,-0.0091,0.0052,-0.024,0.0105,6.6
0.171,-0.0091,0.006,-0.0233,0.009,6.5
0.172,-0.0083,0.0007,-0.0083,0.0067,6.4
0.173,-0.0023,-0.003,0.0022,0.0142,6.3
0.174,-0.006,-0.006,0.009,0.0127,6.3
0.175,-0.0091,-0.0068,0.0045,0.0007,6.2
0.176,-0.003,-0.0038,0.0052,-0.0105,6.1
0.177,0.0067,-0.0068,0.0127,-0.0218,6.0
0.178,0.0127,-0.0128,0.0202,-0.0203,5.9
0.179,0.0142,-0.012,0.0217,-0.0195,5.8
0.18,0.0082,-0.0173,0.0157,-0.0218,5.7
0.181,-0.0091,-0.0278,0.021,-0.003,5.7
0.182,-0.021,-0.0405,0.0352,0.0172,5.7
0.183,-0.0256,-0.057,0.0405,0.0292,5.7
0.184,-0.0256,-0.063,0.0502,0.039,5.7
0.185,-0.0143,-0.0495,0.0427,0.0382,5.7
0.186,0.0007,-0.0181,-0.003,0.0217,5.7
0.187,0.0165,0.0067,-0.054,0.0052,5.7
0.188,0.009,0.006,-0.042,0.006,5.7
0.189,-0.0135,0.0045,-0.0113,0.003,5.7
0.19,-0.012,0.0255,-0.0053,-0.0053,5.7
0.191,-0.0105,0.0592,0.0105,-0.0083,5.7
0.192,-0.0053,0.075,0.0045,-0.0135,5.7
0.193,0.0157,0.054,-0.003,-0.0135,5.7
0.194,0.0427,0.0435,-0.0218,-0.0098,5.7
0.195,0.0787,0.0502,-0.0278,-0.0015,5.7
0.196,0.108,0.0585,-0.0195,0.0052,5.7
0.197,0.1065,0.06,-0.0278,0.0052,5.7
0.198,0.078,0.0315,-0.0165,-0.0023,5.7
0.199,0.0465,0.0052,-0.0165,-0.0158,5.7
0.2,0.0142,-0.0128,-0.0105,-0.027,5.7
0.201,-0.0158,-0.0263,-0.0105,-0.0308,5.7
0.202,-0.0548,-0.0278,-0.0165,-0.0263,5.8
0.203,-0.0698,-0.024,-0.0165,-0.0203,5.8
0.204,-0.0495,-0.0083,-0.0203,-0.0135,5.8
0.205,-0.0323,0.0045,-0.024,-0.0068,5.8
0.206,-0.0068,0.0165,-0.0285,-0.003,5.8
0.207,0.0045,0.009,-0.0195,-0.003,5.8
0.208,0.0135,-0.0068,-0.0143,-0.0046,5.8
0.209,0.0285,-0.0053,-0.0128,-0.003,5.8
0.21,0.0292,-0.012,-0.0023,-0.0038,5.8
0.211,0.0255,-0.0128,0.006,-0.0135,5.8
0.212,0.0232,-0.0053,0.0052,-0.0285,5.9
0.213,0.021,0.0,0.0,-0.0428,5.9
0.214,0.0202,0.0067,-0.0105,-0.0413,5.9
