Time_s,RF,BF,VM,ST,FX
0.0,-0.0008,0.0015,0.0007,-0.0023,4.9
0.001,-0.0008,-0.0008,0.003,-0.0023,4.9
0.002,0.0,0.0007,0.0015,0.0,4.9
0.003,-0.0008,0.0,0.003,-0.0015,4.9
0.004,-0.0008,-0.0008,0.0022,-0.0015,4.9
0.005,0.0007,0.0,0.0015,-0.0015,4.9
0.006,0.0,-0.0008,0.0,0.0,4.9
0.007,-0.0015,-0.0008,0.0007,-0.0008,4.9
0.008,-0.0023,-0.0008,0.0007,-0.0023,4.9
0.009,-0.003,-0.0015,-0.0008,-0.003,4.9
0.01,-0.0015,-0.0038,0.0015,-0.003,4.9
0.011,-0.0008,-0.0008,0.003,0.0015,4.9
0.012,-0.0023,0.0,0.0007,-0.0008,4.9
0.013,-0.0015,-0.0008,0.0007,0.0007,4.9
0.014,-0.0008,-0.0015,0.0007,0.0045,4.9
0.015,0.0,-0.0008,-0.0008,0.0007,4.9
0.016,0.0007,0.0007,-0.0015,-0.0008,4.9
0.017,0.0,0.0,-0.0015,-0.0008,4.9
0.018,0.0,0.0015,0.0007,-0.0008,4.9
0.019,0.0015,0.0015,0.0015,-0.0008,4.9
0.02,0.0007,0.0015,0.0022,-0.0038,4.9
0.021,0.0022,0.0007,0.0052,-0.0015,4.9
0.022,0.0007,-0.0015,0.0052,0.0022,4.9
0.023,-0.0008,-0.0015,0.0052,-0.0008,4.9
0.024,-0.0008,-0.0046,0.0045,-0.0046,4.9
0.025,-0.0008,-0.0053,0.0022,-0.003,4.9
0.026,0.0007,-0.0015,0.0015,-0.003,4.9
0.027,0.0007,0.0,0.0015,-0.003,4.9
0.028,0.0015,0.0007,0.0015,-0.0015,4.9
0.029,0.003,-0.0008,0.0007,-0.0015,4.9
0.03,0.0022,-0.003,0.003,-0.0046,4.9
0.031,0.003,-0.0008,0.0045,-0.0091,4.9
0.032,0.0015,-0.0008,0.0045,-0.0128,4.9
0.033,0.0007,-0.0038,0.0045,-0.0128,4.9
0.034,0.0007,-0.003,0.003,-0.0046,4.9
0.035,0.0007,-0.0023,0.003,0.0015,4.9
0.036,-0.0008,-0.0008,0.003,0.0015,4.9
0.037,-0.0008,-0.0015,0.0015,0.0015,4.9
0.038,-0.0008,-0.0015,0.0007,0.0052,4.9
0.039,0.0,-0.0008,-0.0008,0.006,4.9
0.04,0.0,0.0,0.0007,0.006,4.9
0.041,-0.0015,0.0015,0.0022,0.0045,4.9
0.042,-0.0008,0.0015,0.0015,0.0015,4.9
0.043,0.0,0.0007,0.003,0.0015,4.9
0.044,0.0,0.0007,0.0015,0.0007,4.9
0.045,-0.0015,0.0007,-0.0015,0.0,4.9
0.046,-0.0023,0.0,-0.0015,0.0,4.9
0.047,-0.0015,0.0015,-0.003,0.0,4.9
0.048,-0.003,0.0007,-0.0023,0.0007,4.9
0.049,-0.003,0.0007,0.0,0.0007,4.9
0.05,-0.0015,0.0015,-0.0008,-0.0015,4.9
0.051,-0.0015,0.0,0.0,0.0,4.9
0.052,0.0007,-0.0008,0.0007,0.0,4.9
